num,score,jixiong,short,brief,indication,foundation,family,health,future,fortune,description
57,88,吉,寒雪青松，夜莺吟春，必遭一过，繁荣白事。,月照青松(日照春松),"寒雪青松的最大荣运数
吉祥运（表示健全、幸福、名誉等）。",官禄，文昌，学士，艺能，时禄，财库，进田，,父母尊严，时有冲突，三才善良者可圆满。,健康自在，可望长寿，三才不善者不遇。,虽有困难、时来运转、旷野枯黄、春来花开。,天降吉运，荣华富贵，谨慎厄运，辉煌腾达。,"(1)寒莺吟春之格，资性刚毅，获天赋之幸福而招致富贵，但一生必遭大难一次，然后才得享吉祥。繁荣百事可以如意（三才不善者无望）。
(2)早运较差，历经层层磨炼，中年后就能获得财富与地位。待人严肃且要求高，部属容易受不了。一生中不重生活享受，展现坚强意念，故为人有魄力与耐心，能克服艰难环境，争取成功，受人赞赏，因天资聪明，积极且外向，克服困境终获成功。全心全意放在事业发展上，一定有一番成就，唯人际互动稍欠和谐。"
58,66,半吉,沉浮多端，先苦后甜，宽宏扬名，富贵繁荣。,晚行遇月,"先苦后甜，宽宏扬名数
次吉祥运（表示多少有些障碍，但能获得吉运）。",官禄，文昌，学士，技艺，灾厄，伤残。,亲情少联络，兄弟姊妹疏远，须相互信任。,伤患，刑罚，外伤，三才善良者可望平安长寿。,半凶半吉、浮沉多端、始凶终吉、能保成功。,一生迷茫，中年前财运不佳，如能长寿，晚景荣华。,"(1)浮沉多端，祸福无常，所得福分，必经大失败大患难后方能显著，家破产亡后方得富贵繁荣。大都蔗尾生甜，晚年享受余庆。（命薄者无望）。
(2)此数为早年环境多变之数，中年以后才比较容易成功，前半生事业方向较不稳定，历经数种行业磨炼，中年后用心奋发，脚踏实地，终能闯出一席地位。颇有失而复得之象，一生中大致先遇上破财意外之后，因具有不屈不挠之斗志，得以重建家业，终生安乐之数。虽然才智高，但博学不专，因待人诚恳，朋友颇多，一生受到朋友帮助很大。"
59,44,凶,寒蝉悲风，意志衰退，缺乏忍耐，苦难不休。,寒蝉悲风,"时运不济数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",官星，福星，文昌，智能，灾厄，伤残，财库，破厄。,亲情无缘，子女背井离乡，劳碌奔波。,病患，刑罚，短命，三才善良者可望平安。,遇事猜疑、难望成功、大刀阔斧、（开）始有可成。,一时顺利，不能长久，命理不一，有悲有喜。,"(1)乏忍耐，缺勇气，意志衰退，无办事的能力，终于愁苦一生。
(2)为人性急，理想高，不屈人下，容易与别人发生是非纠纷，造成意外麻烦；为人也不安于现状，欲望大时，时时在求变化，因急躁，耐心不足之个性，所以易遭失败。虽多才多艺，但为人缺少胆识，遇事迟疑不决，因之无法成就大事业。如遇有困难，即裹足不前，缺乏进取精神，以致无法成功，身体方面身体较差，容易有外伤，人际关系较差，不易得到别人帮助，若能放下身段，中年以后运势可望好转。"
60,54,凶,无谋之人，漂泊不定，晦暝暗黑，动摇不安。,无谋,"争名夺利，黑暗无光数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",官星，将星，文昌，智能，技艺，灾厄，伤残。,祖宗无基（荫），亲友无情，兄弟无缘，三才善良者可弥补。,刑罚、或外伤、病疾，或短命。,黑暗无光、心谜意乱、出尔反尔、难定方针。,虚有富贵，攀比虚荣，心计虽多，如赛一般。,"(1)属晦冥黑暗（事业前途黑暗。或健康：失明、心谜），摆动不安的凶兆，方向不定，尽任风波的运格，无谋不算而计划，岂能成功；难免失败苦恼或刑罚，杀伤，或疾患，伤残，或短命等。
(2)具有强烈不服输心态，一心想追求投机行业，很容易受到意外打击，造成困扰。天生具反抗心，常违背长辈，不听规劝；以致黑云罩月、光芒难现。一生中意志不甚坚定，随兴而发，人生毫无计划，以致无所成就，也易招损失财物，陷入困苦烦闷之境。个性孤傲与人寡和，容易有自闭倾象，形成事业困境，易遭意外、财损，造成心情空虚，也容易有桃花纠纷。"
61,98,大吉,牡丹芙蓉，花开富贵，名利双收，定享天赋。,牡丹芙蓉,"名利双收的修炼积德数
吉祥运（表示健全、幸福、名誉等）。",将星，文昌，福星，技艺，财库，财帛，破厄。,自立（白手）成家，衣食丰盈。,可望安康，长寿三才不善者不遇。,云遮半月、骨陷风波、应有谨慎、能保平安。,若修德行善，高官厚禄，锦绣前程，个体经营，名利双收。,"(1)名利双收，繁荣富贵的吉兆，无奈傲慢不逊，酿致成内外不和，家庭反目，兄弟隔于墙，表面装饰堂煌，里面空虚，如果能修德慎行，且守和顺，自可防凶于未然，享天赋的幸福，一生受尽祯祥。
(2)此数为勤劳奋发，自主独立之数，待人宽厚，乐于助人，能勇往直前，不畏艰苦，能在社会上建立良好事业与财富，为坐收名利，富贵荣华之吉运数。无奈为人太过豪迈刚毅，以致内外不和，可能有缠讼之事发生，故宜修心养性，宜保持人和，即可享天赋之福。有时候有利己主义，不擅应酬交际，一生多靠自己，别人助力少，身体健康，不重享受，一生无大灾难。"
62,46,凶,衰败之象，内外不和，志望难达，灾祸频来。,衰败,"基础虚弱的艰难困苦数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。", 国印，文昌，虚度，将星，技艺，灾厄, 亲情疏淡，骨肉分离。, 伤残，外伤，刑罚，短命，灾厄，三才善良者可望安全。,烦闷懊恼、事业难展、自防灾祸、（开）始免困境。,行行都会，只欠天时地利人和，一生难以出人头地。,"(1) 内外不和，缺乏信用，志望难达，渐入衰败之境，意外灾害频来，属身弱家废，步步凶惨之数。
(2)此数为智慧高超，反应灵敏之数，个性叛逆，一意孤行，但缺乏领导魄力及手腕，因此往往在理想付诸实现时，易有人事不协调困扰。属天地不交，万物不通，内柔而外刚之格，表里不一善掩饰，有失信用，易与人不和，而导致运途困顿。有时待人宽厚，但耐心却不足，做事容易半途而废，易遭小人陷害造成损伤，如果能不担任实际执行或领导的工作较易成功。为人好面子，一生尽力求表现，却未能评估自己能力，容易外华内虚，需改进改进。"
63,95,大吉,富贵荣华，身心安泰，雨露惠泽，万事亨通。,舟归平浦(舟归平海),"富贵荣华的身心安泰数
吉祥运（表示健全、幸福、名誉等）。", 官禄，将星，文昌，艺能，财库，田宅，工商。, 子女多孝，顺从敬爱，圆满之象。, 可望长寿，安全自在。,万物化育、繁荣之象、专心一意、必能成功。,荣华富贵、能文能武、财源亨通、名利双收。,"(1) 万物承惠，雨露而发育壮大之状，属不费心神，万事如意，荣贤可传子孙的最大吉数。
(2)此数为进取向上，理想高，喜欢当首领之数，凡事都能逐一达成，功成名就，发挥长才。生性外向好动且宽厚，乐于助人，交游广阔，朋友多助，不需劳苦伤神，而能诸事如意，此数乃天之所赋也，很好。但是有时容易不安于现状，会有创新的想法，也能求新求变，真是天生老板主管人才。在身体健康方面没问题，事业成功，子女贤孝。"
64,44,凶,骨肉分离，孤独悲愁，难得心安，做事不成。,非命,"骨肉分离，孤独悲愁数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",将星，学士，技艺，灾厄，破财，劫财。,六亲多忧，妻子见破。,水厄，刑罚病患，外伤。三才善良者可望平安。,见异思迁、十（有）九不成、徒劳无功、不如更名。,聪明心计，心眼如针，虽有贵助，难以发达。,"(1)此数为破坏，别离，沉滞的凶兆，有意外灾害袭来，或骨肉分散，或病患非命临身，人生难得安心。
(2)本身虽很有才华，但因循怠惰，过于安逸，而颓废不振，喜欢不劳而获，终至失败，会有阴暗沉沦之象，大都出身不富裕家庭，或有待其重整家园之运数，如不力图振作，危危可急，无奈为人缺乏进取心，一意想改变也欲成就事业，却无魄力，终生不得志。心思变化虽灵敏，唯执行力较差，缺乏活动力，为人自尊心强，易受别人误会，不能忍受轻微挫折打击，易半途而废，缺乏恒心，身体欠安，无法从事辛苦工作，如能得到贵人牵成，则可平实过一生。"
65,98,大吉,天长地久，家运隆昌，福寿绵长，事事成就。,巨流归海,"富贵长寿的光明正大数
吉祥运（表示健全、幸福、名誉等）。",臣君，将星，官禄，文昌，技艺，财库，田宅，时禄。,祖业有根基，子孙昌盛，三才不善者不遇。,多施恩德则能益寿延年，平安自在。,吉运自来、能享盛名、把握时机、必获成功。,积德行善、天赋吉运，只要努力，富贵自来。,"(1)天长地久，家庭隆昌。福寿绵长，事事成就，一生平安，多贵重的气运。
(2)此数为事业有成，家庭欢乐圆满之数，思想新颖且多变化，前途光明通达，功成名就，受人尊敬，显贵之吉运数。为人忠厚诚实，待人和蔼，具有天赋福份，家门显贵、福禄、吉祥，为人宅心仁厚，待人宽律严己，一生长辈、贵人多助，亲友关系圆满，颇受好评，子女贤孝有成。"
66,48,凶,进退维谷，艰难不堪，等待时机，一跃而起。,岩头步马,"内外不和的多欲失福数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",将星、豪杰、灾厄、崩山、破败。,六亲冷淡不相投，兄弟姊妹疏远。,刑罚、外伤、亡身、残伤、短命。,黑夜漫长、进退维谷、内外不和、信用缺乏。,意气用事，难得人和，若一时富有，也会大起大落。,"(1)进退失自由，内外不和，艰难不堪，损害灾厄交至，大有身家破灭的凶相。
(2)个性固执而理想却高，一生中不容易获得别人帮助，自己又缺少魄力及手腕，容易陷入失败中。凡事力不从心，身体较虚，六亲缘薄，容易误信人言或遭小人陷害，劳心劳力真是有志难伸，性格稍顽固，以致内外不和，影响信用，屡受艰难挑战，终身难有所成。如果条件不足，不如安份守己，谋求一份固定工作。"
67,98,大吉,天赋幸运，四通八达，家道繁昌，富贵东来。,通达(顺风通达),"财运亨通的志气坚强数
吉祥运（表示健全、幸福、名誉等）。",君臣、将星、文昌、学士、刚毅、艺能、财库、进田。,父母多荫，子女多孝，圆满幸福，三才不善者时有争执，宜守和平。,安全，可望长寿，先天五行为火且三才不善者有肺病或呼吸器官疾病。,独营事来、事事如意、功成名就、富贵自来。,独家生意，财源滚滚，天赋吉运，名利双收。,"(1)受长辈、上级援助，万事无障碍而达到目的。承天助的幸运，实现志愿，家道繁荣、昌盛、富贵东来的好运数。
(2)做事善于变化，也善于外交，能察言观色，具有领导天赋，随和大方，注重生活品味，但稍爱面子。能获众人拥戴，在工作场合容易很早就当上主管或老板，好运四通八达，有开创新局之气魄，凡事能如意，终能靠白手起家亦能成功立业。财虽丰，但健康稍差，易有内疾外伤的困扰。"
68,95,大吉,智虑周密，集众信达，发明能智，拓展昂进。,顺风吹帆,"兴家立业的宽容好运数
吉祥运（表示健全、幸福、名誉等）。",将相、学士、文昌、财帛、荣誉、暗禄、进田、节度。,幸福，三才不善者不遇。,良好，三才不善者有肺病或心脏病。,思虑周详、计书力行、不失先机、可望成功。,聪明能干，把握时机，努力不懈、财富盈门。,"(1)智虑周密，志向坚定，勤勉力行，发展奋进之象，有发明的机能，群众信任、愿望发达，名实两全的吉运数。
(2)为人聪慧灵敏，个性坚忍固执，意志坚定，能从基层做起，建立事业。早运比较辛苦，中年运后贵人来助，从此能平步青云，财富名望水到渠成，为人慷慨大方，深受部属拥戴，为贤达进展之吉数，为人善察事物，意志坚定，能提振家声。尤具发明才能，贡献社会。一生财运丰硕，无大灾，能健康长寿。"
69,43,凶,非业非力，精神迫滞，灾害交至，遍偿痛苦。,非业,"坐立不安的外世多难数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",将星、财帛、学士、文昌、技能、艺术、破厄、劫财。,六亲不相投，兄弟难相处，不宜心直口快。,刑罚、外伤、病灾、伤残、短命。,动摇不安、常陷逆境、不得时运、难得利润。,虽有贵助、难以发达，灾难不断、命则难保。,"(1)穷迫、滞塞、逆境之象。缺乏坚定信心，灾害交至。摆动不安的凶运，甚至陷于短命、伤残或尝尽痛苦而死。
(2)一生意外多，理想高，生活苦闷，事业、身体多受打击，终将难有所成就。性急又缺乏耐性，自视高，人际互动差，常陷自己于孤立无援中，为浮动不安之数。一生不安于现况，事业又多陷于泥沼中，以致失意之余，有病弱或精神恍惚之象。
运程不佳，容易与人有财务纠纷，心力交悴，容易陷于愁困之中。"
70,45,凶,残菊逢霜，寂寞无碍，惨淡忧愁，晚景凄凉。,残菊逢霜,"家运衰退的晚景凄凉数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",官星（领袖）、学士、文库、巧艺、破厄、劫禄。,父母难当，兄弟无助，妻、子宜迟。,病患、废疾、外伤、短命。先天五行为金、木者可望健全。,惨淡经营、难免贫困、此数不吉、最好改名。,虽有贵助、利不急开消、若能积德行善，虽困而可得满寿。,"(1)险恶亡灭之象，一生惨淡，忧愁不绝，有空虚寂寞之感。难免杀伤，废疾、刑罚、离散等灾厄，不然便是世上无用之人。此数是官运亨通之数理，但是运过也凄凉。
(2)此数易与亲友有纠纷之象，或不幸之事牵连，常陷入愁苦不平中，无法面对现实而重新振作。为人心急，又好虚荣，对平静之生活没兴趣，然缺乏忍耐力，大多事会到中途而放弃，屡做屡败，因之身体较差，虽有助人之心，但往往自顾不暇，而易遭意外损失，如处理不当，亲友易反目，难以摆脱心灵创伤。"
71,60,半吉,石上金花，内心劳苦，贯彻始终，定可昌隆。,石上金花,"毫无实质的耗神耐劳数
次吉祥运（表示多少有些障碍，但能获得吉运）。",技艺、文昌、学士、破厄、劫禄。,时遇争执，宜守和平。,外伤、疾病。三才善良者安康。,吉凶参半、惟赖勇气、贯彻力行、（开）始可成功。,祖业万贯，坐吃山空，大起大落。如能谨慎，可享至老。,"(1)本有生成的吉兆，自应享受富贵福禄。无奈内心劳苦甚多，缺乏实行贯彻精神，进取的勇气不足，导致失败。故称吉凶参半的运数。
(2)外表坚强，内心软弱，一生会为理想勇往直前，容易功成名就，待人诚恳，一生长辈朋友多助，天生是享福之数。本可享受荣华富贵，无奈因缺乏持续力，又无忍耐之心，而无法守成，尤其是拥有此数之人，常常是杞人忧天，庸人自扰，闷闷不乐，像是不祥之数。一生擅为他人排解纷争，受众人爱戴，身体强健，精力旺盛，容易得到现成基业。"
72,63,凶,荣苦相伴，阴云覆月，外表吉祥，内实凶祸。,劳苦,"先苦后甜的万难艰辛数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",技能、官禄、出乡、工商、学士、财帛、田宅、破厄。,亲眷疏淡，妻、子宜迟。,可望健康，三才不善者不遇。,利害混杂、凶多吉少、得而复失、难以安顺。,一生劳碌，利不急开支，贪功进取，命则难保。,"(1)阴云蔽月之象，快乐贫穷兼而有之数。其前半生幸福，后半生悲惨，外观虽吉，内里生凶，甚至有晚年家破人亡者。平素戒贪心，可免陷困苦。
(2)个性柔弱却又倔强，早年生活安逸享受，犹如温室之花朵，不堪打击，容易屈服颓废。头脑聪明，却博学少精，为人好面子，会有眼高手低之象，若无贵人提拔不易成功。此数为风雨欲来之象，财到劫来，福至祸临，乃为吉凶相随之运数，因此一起一落难有成就。宜多接近权贵，远离小人，见机行事，也许有所成。身体较弱，容易劳累，也容易精神衰弱，该多注意身体。"
73,68,半吉,盛衰交加，徒有高志，天王福祉，终世平安。,无勇,"志高力微的努力奋斗数
次吉祥运（表示多少有些障碍，但能获得吉运）。",技艺、文昌、艺术、时禄、厄星、红艳。,六亲无缘、夫妻旗鼓相当，难为儿女。,良好，须防肝病和眼疾。,安乐自来、自然吉祥、力行不懈、终必成功。,意外收获，一帆风顺，坚持努力，出人头地。,"(1)盛衰交加之象，无实行贯彻之勇气，徒有高志而无成事之能，然而生福气，大都终世平安。
(2)为人保守、谦让，处事偏消极，虽有创业头脑，但不一定能成功，一向谦虚向学，乐于助人，外缘良好，安享平稳生活，但在工作上喜欢指挥别人，而放不下身段。一生想冲事业，但因缺乏进取心，徒具大志，以致平平凡凡中渡过人生，不过平安是福了。注重精神修养与嗜好，子女贤孝有出息。"
74,45,凶,残菊经霜，秋叶寂寞，无能无智，辛苦繁多。,残菊经霜,"沉沦逆境的秋叶落寞数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",技艺、文昌、时禄、破厄、红艳、劫禄。,妻子不知心，亲情无助、宜开朗心胸。,时遇伤残、病患、刑罚、短命，先天五行为土者安康自在。,利不及（消）费、坐吃山空、如不增阵、难望成功。,虽有财富，挥金如土，消极劳累，耗尽家财。,"(1)无能无智、仅取得衣食。真世上无有之辈，且易生意外之灾，辛苦繁多，沉沦逆境，哀叹命运。
(2)为人胆小且无能，依赖他人，精神生活不安定，如不学习独立，很难在社会上生存立足。此运属晚熟型，对长辈上司充满依赖心，心情阴晴不定，内心空虚，为人既无聪明才智，又乏进取心，凡事无力自行决定，常受制于人而动，故一生难有成功机会，到老恐陷入凄凉地步。如果意志不坚，容易半途而废，难达成功境地，很难在社会有所成就。"
75,48,半吉,退守保吉，发迹甚迟，虽有吉象，无谋难成。,退守,"守者可安，发迹甚迟数
次吉祥运（表示多少有些障碍，但能获得吉运）。",将星、学士、文昌、时禄、破厄、灾劫。,可望圆满。,安康。三才不善者有病患。,吉中带凶、欲速不达、进不如守、可保安祥。,积德行善、不愁米饭，贪功进取，必遭失败，谨慎行事，安然无是。,"(1)虽有自然之吉相，无奈策划不成，若要做大事，便招失败，退守可保吉祥，进取必陷于失意灾厄。
(2)外看似温柔，但主观甚强，思想新颖且多变化，口才也很好，容易被评为锋芒太露。对学术艺术具有天份，是一个博学多能，自视高之人，容易不知不觉中刺伤别人，造成自己的孤立。此数属保守平安数，有勇无谋无计划之能力，又乏主宰力，以致易受他人利用，若能保守不动，尚可保安，一生财运平平，如花费太大，容易为钱所苦，又不屑向人低头。"
76,40,凶,倾覆离散，骨肉分离，内外不和，虽劳无功。,离散,"倾覆离散，虽劳无功数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",豪杰、文昌、将星、劫禄、破财。,六亲不得力，夫妻分离，乏子息。,外伤、废疾，先天五行为金者平安。,此数大凶、破产之象、宜速改名、以避恶运。,劳累奔波、难得祖业，祖上若有，也难到手。,"(1)外不和、骨肉分离，逆境凶煞无限倾家破产亡身恶运数，故多病弱短命，妻子离愁。
(2)此数可能会有思想荒诞脱离现实之象，一生挫折多，亲友淡薄，一生需靠自己自力更生。本身自视高又缺耐力，做事常会半途而废，一生中常换工作，劳碌一生，多外伤或法律纠纷，为人无远大的抱负，又缺乏细虑，以致信誉、地位、事业都难得成功。"
77,68,半吉,家庭有悦，半吉半凶，能获援护，陷落不幸。,半吉,"家庭有悦的半吉半凶数
次吉祥运（表示多少有些障碍，但能获得吉运）。",将星、财帛、劫禄、破厄。,主亲（不包括外家）不得力，子媳宜迟。,须防肺病，先天五行为土者平安。,先苦后甘、先甜后苦、如能守成（果）、不致失败。,多劳少得、时有退财、合作事业，利润难得。,"(1)多获援护，幸福享至中年，然后陷落不平，悲叹灾厄，如果有悲运于前半生者，后半生却反得吉祥。
(2)一生劳碌，性急，容易因误信他人而受骗，幸好一生无大破败。此数为吉凶抱合之数，由兴盛转为衰败，性情过于刚强，处事又很随性，比较不能听取他人意见，以致易生不和，造成人生的伤害。健康良好，财运丰，能吃苦耐劳，唯欠圆滑，热心助人，却得不到感激。"
78,66,凶,祸福参半，先天智能，中年发达，晚景困苦。,无苦(晚苦),"晚景凄凉的功德光荣数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",将星、学士、技艺、破厄、劫财、突破。,亲缘少、兄弟疏远，宜多联络。,宜防呼吸病，负伤、遭难。后天三才善良者，可望健全。,有得有失、华而不实、须防劫财、才保安顺。,青年荣华，晚年困苦，谨慎退财，晚年安然。,"(1)祸福虽是参半，凶相较多一些，天生智能齐备，是以中年以前成功发达，及至中年后，渐自衰退，陷于困苦，大悲惨的暗示。
(2)此数为脚踏实地，坚忍不屈之数，早运先盛后衰，中年以后容易渐渐失去原有成就，恢复平淡。吉中有凶，为人颇有智能，但也固执，在前运时有发展机会，可惜运入中年之后，即陷入不佳境遇。故中年后宜谨慎守己安份，自可无忧。待人不够圆满，聪明反被聪明误，得意时，门庭若市，失势后，门可罗雀，晚运健康稍差。"
79,45,凶,云头望月，身疲力尽，穷迫不伸，精神不定。,云头望月,"挽回乏力的身疲力尽数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",将星、学士、技艺、破厄、灾厄、文昌、破财。,亲眷疏，兄弟不和，凡事谨慎则平安。,外伤，病患，可望平安。,如走夜路、前途无光、希望不大、劳而无功。,劳碌奔波，难以成功，虽有贵助，希望渺茫。,"(1)穷迫不解的逆境，精神不安，缺实行的能力，乏贞节，失信用，受攻击非难，为世所弃，成个废人，但身体却健康。
(2)一生中充满理想，但内心却消极退缩，缺乏进取之心，拥有此数，此生不易有所作为。为人好逸恶劳，若无贵人提携，容易随波逐流，一生中知攻不知守，一意孤行，有唯利是图倾向，缺乏信用，以致易生不和，信誉坠落，陷入失败地步。为人心善柔弱，与人交往宁愿吃亏而不与人争，稍爱面子，人际关系尚好。"
80,53,凶,辛苦不绝，早入隐遁，安心立命，化凶转吉。,循古(遁吉),"凶星人度的清本缩小数
凶数运（表示逆境、沉浮、薄弱、困难、多灾等）。",将星、技艺、学者、时禄、破财、灾厄。,家中口舌多，不可多言。,病患多，三才善良者可望平安。,得而复失、枉费心机、守成（果）不贪、可保安稳。,舍己为人，精神可嘉，若得回报光宗耀祖，反之凄惨一生。,"(1)一生困难辛苦不绝，病患、刑伤，夭折者多，但早入隐遁的生活者，可以安心立命，化凶转吉。
(2)总觉得空虚寂寞，人生在创业过程考验较多，不善事业经营，难以获利。此数有运势退气之象，事业失败，一生容易遭遇困苦，病痛，如理想过高，则易与人交往格格不入，自命清高不凡，容易被社会大众摒弃，造成精神空虚与不安。"
81,98,大吉,最吉之数，还本归元，吉祥重叠，富贵尊荣。,万物回春,"还原复始的积极盛大数
吉祥运（表示健全、幸福、名誉等）。",天福、天官、赐禄、将星、技艺、文昌。,子女俱佳，兄弟圆满，家庭和睦。,身心健康。可望长寿，三才不善者可能病患。,最极之数、还本归元、能得繁荣、发达成功。,官运通达，财运亨通，繁荣昌盛，富贵至尊';,"(1)最极(包括最吉)之数。还本归元（循环八十一个数理）。故其数理相等基数1。属于体力旺盛，庆幸万多，吉祥重叠。富贵尊荣的大诱导之数。
(2)还本归元，故数理之灵动与基数一相同，乃大吉祥之数也。一生平顺，自助人助天助，能从基层作起，建立伟大事业。也能克服各种困难转化命运，广受尊重。为人宽宏大量，乐于解决别人困难，能获众人拥戴，赢得崇高威望与向心力。"
